113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071
11,61,21,18.62328774,23.02410338,5.532100554,135.33780330000002
29,139,205,23.64142354,93.74461474,6.155939452999999,116.6912176
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035
34,66,17,18.81097271,21.27833035,5.889614577000001,125.084915
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265
23,62,19,16.51783455,20.4555596,5.609435127999999,98.77794225
37,135,205,11.82768186,80.2827185,5.510924848999999,74.10225057
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056
37,6,13,26.03097313,91.50819306,7.511755067999999,101.2847738
31,121,201,23.15791104,90.34396882,5.731535257999999,110.712841
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262
13,126,204,23.1094265,92.79630809,6.3831802710000005,108.183792
40,73,20,21.59343016,20.31871249,5.811314232000001,61.13872036
